,id,output
1854,484,"[ 0.79973304  0.3792259  -1.3245046  -1.020252    0.6359273   1.2809606
  0.00154137  0.36980274  0.41057044 -0.51740265 -1.335652   -0.49969658
  0.9216666   0.7693369   0.6376701   0.16547282 -0.8611732  -0.05597662
  0.9503649   0.85027176]"
1855,916,"[ 1.1336066   0.6725626  -1.8135526  -1.384329    1.0077138   1.6027384
 -0.18359208  0.58089393  0.5011121  -0.65762496 -1.608337   -0.8396495
  1.3045472   0.9197029   1.0528547  -0.00323267 -1.133191   -0.08870672
  1.4181757   1.1072905 ]"
1856,65,"[ 0.8006614   0.39394182 -1.5199339  -1.0643777   0.72006583  1.5387633
  0.05049623  0.41081697  0.41035903 -0.623869   -1.5312976  -0.5380948
  1.0257108   0.86578393  0.6384859   0.23149084 -0.9341182  -0.08934695
  1.0257729   0.8750624 ]"
1857,582,"[ 0.38315904 -0.00362287 -0.67035776 -0.44481322  0.11103025  0.56068873
  0.2414614   0.12870997  0.19732386 -0.16683085 -0.6649035   0.06419164
  0.2913168   0.54434645  0.1780108   0.26503667 -0.5561885   0.16683748
  0.26651147  0.59119415]"
1858,1599,"[ 1.0488474   0.5157448  -1.8560574  -1.3326638   0.86780775  1.7869556
  0.01763937  0.49436492  0.459606   -0.67636544 -1.7806928  -0.66187006
  1.2559531   1.0741352   0.86809576  0.20745692 -1.1401795  -0.02926622
  1.2898866   1.1459683 ]"
1859,391,"[ 1.065008    0.60995966 -1.8783171  -1.3562887   1.0033699   1.7171217
 -0.088146    0.5823983   0.48278797 -0.69779456 -1.7121737  -0.7699391
  1.314059    1.008434    0.99892145  0.10734517 -1.1293787  -0.04981108
  1.3719819   1.1043653 ]"
1860,1959,"[ 0.16943252 -0.01287504 -0.60048366 -0.26336005  0.19681767  0.5848252
  0.27213776  0.23259541  0.15048842 -0.25343704 -0.6205289   0.02193028
  0.27327958  0.4318233   0.15240577  0.3025324  -0.4635855   0.03836358
  0.17520863  0.4096922 ]"
1861,305,"[ 0.68404585  0.24537897 -1.1986942  -0.86490077  0.5504621   1.1294357
  0.09460252  0.35974368  0.3691102  -0.44929594 -1.2096119  -0.3197966
  0.7674414   0.75551426  0.5242771   0.2089866  -0.82280505 -0.01242242
  0.74422485  0.846294  ]"
1862,1064,"[ 0.7896538   0.33197856 -1.4573078  -1.0268247   0.66921335  1.3997164
  0.10334999  0.41753486  0.43291512 -0.54169875 -1.436783   -0.41938305
  0.9602107   0.9016456   0.62214327  0.25608608 -0.96514976  0.00937496
  0.9359573   0.95344466]"
1863,2122,"[ 0.08160216 -0.21573368 -0.27449512 -0.07980095 -0.14353693  0.23751988
  0.3961338   0.02722098  0.100875   -0.03174317 -0.3367303   0.3363276
 -0.0461862   0.42962384 -0.09213315  0.37926534 -0.34091124  0.21076047
 -0.10658934  0.3812324 ]"
1864,915,"[ 0.5838173   0.14941321 -1.0773903  -0.7549922   0.40864396  1.0304255
  0.2057133   0.29033244  0.32498786 -0.40012065 -1.1253588  -0.21430883
  0.6539592   0.7194934   0.41451275  0.29864466 -0.7799752   0.03808278
  0.6140729   0.7748495 ]"
1865,913,"[ 0.7753476   0.3852942  -1.4761565  -1.008891    0.7432298   1.3899302
  0.07065285  0.4788656   0.40315053 -0.5612892  -1.4057549  -0.4641008
  0.97620153  0.8817917   0.6964936   0.23212539 -0.9677551  -0.01469954
  0.97099626  0.9536618 ]"
1866,350,"[ 0.3326901  -0.16613272 -1.001004   -0.50390875  0.14191614  1.0116174
  0.60385275  0.18755502  0.21869496 -0.32372153 -1.1036072   0.26023892
  0.412667    0.9211628   0.04311044  0.65871394 -0.76088184  0.2735414
  0.2545467   0.7932232 ]"
1867,1873,"[ 0.2304309  -0.1137405  -0.51877666 -0.27261996  0.03733015  0.39075744
  0.36270067  0.15668848  0.14046133 -0.10108323 -0.5174039   0.22662672
  0.13094717  0.5145868   0.08034097  0.37608784 -0.49921328  0.23566036
  0.07828835  0.5344123 ]"
1868,687,"[ 0.9380306   0.46878472 -1.7122313  -1.1885984   0.87053996  1.5516677
  0.0792302   0.569535    0.44597206 -0.6053351  -1.5881512  -0.56935185
  1.1285734   1.0224751   0.8372869   0.251692   -1.1237217   0.04698036
  1.1662362   1.1258595 ]"
1869,562,"[ 0.37567312  0.01408307 -0.77895135 -0.49406645  0.2225744   0.68648726
  0.31311247  0.22966006  0.22915229 -0.24118187 -0.7959767   0.02141066
  0.37955034  0.60031426  0.2336053   0.35229936 -0.6317792   0.14268549
  0.30597836  0.66358835]"
1870,1003,"[ 0.66977996  0.2385878  -1.2428457  -0.902057    0.48662543  1.2308228
  0.17755264  0.31056494  0.35264644 -0.4436101  -1.2707611  -0.32534477
  0.7788855   0.8018564   0.4746602   0.26308122 -0.8233486   0.01940543
  0.7750877   0.8406617 ]"
1871,2306,"[ 0.7551925   0.41586924 -1.2292938  -0.9209213   0.66843575  1.0961514
 -0.11295959  0.38141048  0.36788422 -0.48885998 -1.1341174  -0.5404893
  0.88305026  0.6052376   0.70996004  0.03516569 -0.790304   -0.07654776
  0.91486394  0.748216  ]"
1872,2,"[ 1.137754    0.56813943 -1.9477887  -1.448979    0.94899666  1.8114419
  0.01281071  0.544483    0.48773748 -0.6907337  -1.8606784  -0.72808653
  1.3347529   1.0972798   0.956721    0.21187422 -1.2079443  -0.00815315
  1.4051619   1.2474976 ]"
1873,2480,"[ 0.96394885  0.41731784 -1.8780118  -1.2736061   0.8257072   1.7957425
  0.18070027  0.50253147  0.4303287  -0.69216335 -1.8146243  -0.5304783
  1.1983087   1.1434605   0.76683563  0.37233466 -1.1827765   0.05506643
  1.1754383   1.1582197 ]"
1874,1295,"[ 0.67365414  0.28452146 -1.2960894  -0.8901501   0.60546887  1.1516854
  0.14276734  0.40437254  0.33577636 -0.43893614 -1.189872   -0.2796514
  0.7890203   0.83831537  0.55788714  0.26963192 -0.88532966  0.09876967
  0.78177243  0.8750685 ]"
1875,1762,"[ 0.17098369 -0.09378166 -0.5904851  -0.2554448   0.07939947  0.57776666
  0.3783507   0.16152999  0.16059859 -0.20962259 -0.63271946  0.15674146
  0.21439232  0.5361981   0.0474431   0.38803032 -0.47088936  0.13714588
  0.11671241  0.47123832]"
1876,2182,"[ 0.21707885  0.02265927 -0.60110956 -0.34247893  0.1491138   0.59100103
  0.21394768  0.13011852  0.12010594 -0.24640112 -0.5808997  -0.02911511
  0.30595034  0.4073999   0.12144143  0.24235897 -0.42790473  0.08387352
  0.26491585  0.35696453]"
1877,1111,"[ 0.9405379   0.44630432 -1.6096576  -1.1835538   0.7799089   1.5124378
  0.00437702  0.4548661   0.44787246 -0.57802254 -1.51878    -0.5454619
  1.0790943   0.9464919   0.7906968   0.16902535 -1.0130168  -0.00432221
  1.1257339   1.0202774 ]"
1878,2258,"[ 0.11652046 -0.19371687 -0.53544736 -0.18386012  0.03283945  0.35965824
  0.4765054   0.18911779  0.10888776 -0.12110749 -0.51389015  0.3565764
  0.08663782  0.55476063  0.01320832  0.49947077 -0.525583    0.31473997
 -0.03674338  0.53496367]"
1879,1210,"[ 0.66200984  0.17931612 -1.1696273  -0.80540156  0.4445661   1.000506
  0.23766507  0.34558427  0.31130856 -0.32593673 -1.0844206  -0.11193413
  0.64016336  0.85333383  0.45354602  0.309432   -0.8549445   0.19523416
  0.6314963   0.8823668 ]"
1880,840,"[ 1.0944375   0.6413342  -1.8455147  -1.3699841   0.96482795  1.7428249
 -0.15099972  0.52490526  0.4959654  -0.6874127  -1.7019666  -0.81973046
  1.3143541   0.9640161   0.9829003   0.04094715 -1.0910072  -0.09597753
  1.4172127   1.0640552 ]"
1881,1221,"[ 0.04152619 -0.32882905 -0.31719095 -0.02919118 -0.20591457  0.26136115
  0.5581278   0.03624746  0.07594348 -0.03157269 -0.40906543  0.50208473
 -0.08484253  0.52367187 -0.20428911  0.53335065 -0.37359187  0.31654
 -0.22357044  0.41177696]"
1882,1366,"[-0.27709052 -0.2590187   0.25605696  0.3459576  -0.2975503  -0.2309774
  0.28768334 -0.10944637 -0.07719769  0.04349279  0.14494842  0.3211483
 -0.33247533 -0.05100456 -0.30927253  0.22281387  0.08156709  0.09118491
 -0.42798206 -0.08829051]"
1883,2328,"[ 0.26671556  0.00424101 -0.6719438  -0.3931544   0.14798808  0.70559895
  0.22915657  0.11581024  0.19938537 -0.30220023 -0.74274457 -0.02979774
  0.35434496  0.48438898  0.14000443  0.29310557 -0.48299646  0.03538354
  0.29539534  0.4647922 ]"
1884,1988,"[ 0.6322766   0.31850538 -1.1706296  -0.8078433   0.59124315  1.0230806
  0.04146296  0.4069607   0.3031452  -0.4295124  -1.0510312  -0.34890324
  0.76914614  0.6975289   0.5860366   0.15546449 -0.79738486  0.03272596
  0.7807335   0.7710977 ]"
1885,2170,"[ 0.5191071   0.03384118 -0.98762536 -0.62664264  0.26633143  0.9195407
  0.2867017   0.23138136  0.25878817 -0.31966275 -0.9865396  -0.02263011
  0.50595313  0.7479585   0.28891763  0.36325687 -0.7157328   0.15491308
  0.46206132  0.71770716]"
1886,476,"[ 1.0808744   0.53876686 -1.897579   -1.3870114   0.87856895  1.8033357
  0.02663947  0.51494557  0.4693828  -0.6496951  -1.7991081  -0.67213655
  1.2715847   1.1169149   0.9117944   0.20910932 -1.1385694   0.00789812
  1.3332028   1.189432  ]"
1887,1925,"[ 1.3326186   0.8823208  -2.1848493  -1.6601584   1.298537    2.0423334
 -0.35665035  0.6892068   0.598773   -0.8530246  -1.9917371  -1.18421
  1.6527628   1.0170426   1.3137923  -0.0977528  -1.2336423  -0.23682353
  1.802975    1.221534  ]"
1888,201,"[ 0.47725895  0.28262898 -1.037412   -0.65883446  0.5604472   0.9612116
  0.06223823  0.3984015   0.28884572 -0.4145298  -0.9406909  -0.3315682
  0.6726513   0.608327    0.49762198  0.14646043 -0.69347805 -0.03458016
  0.6598727   0.63078016]"
1889,2347,"[ 0.7446889   0.15856098 -1.4977537  -1.0080088   0.50776327  1.4324214
  0.35610786  0.33686775  0.31460425 -0.4950064  -1.5034355  -0.18124437
  0.8643264   1.0467675   0.43151775  0.50171864 -0.99248165  0.20442909
  0.791867    1.0197037 ]"
1890,2072,"[ 0.7418243   0.3058535  -1.4016298  -0.967835    0.6048488   1.3107454
  0.10620266  0.37953654  0.3660234  -0.5112854  -1.3302358  -0.3794883
  0.88870364  0.86399394  0.60168517  0.2450203  -0.9108616   0.05216889
  0.8975138   0.8846401 ]"
1891,708,"[ 0.2342089  -0.01776531 -0.54630744 -0.27814534  0.12323676  0.4218206
  0.25389603  0.1983833   0.16991656 -0.17428537 -0.52016926  0.09086455
  0.20571817  0.4434641   0.15802082  0.2817638  -0.50126773  0.13089328
  0.16009428  0.507552  ]"
1892,1091,"[ 1.1185266   0.58872503 -1.8827008  -1.4252088   0.9688433   1.7634848
 -0.05512395  0.54130274  0.49774453 -0.73320824 -1.8256652  -0.7963747
  1.3482143   0.992326    0.9645994   0.17229512 -1.1835389  -0.06299321
  1.4043441   1.1609958 ]"
1893,887,"[ 0.21166438 -0.07174358 -0.63731956 -0.29127908  0.12780942  0.561339
  0.35302228  0.2058664   0.13666835 -0.17998587 -0.58997196  0.15728004
  0.22250874  0.5442538   0.10391503  0.34775406 -0.5095707   0.18843932
  0.1527316   0.5040993 ]"
1894,2376,"[ 1.1579401   0.7309104  -1.9571393  -1.4918145   1.1357144   1.9306717
 -0.2334116   0.6018223   0.5683433  -0.8406976  -1.9105797  -1.0471201
  1.5206211   0.9388357   1.095847    0.00766566 -1.1534328  -0.26888373
  1.5839484   1.1035348 ]"
1895,323,"[ 0.92935646  0.54412204 -1.6764392  -1.2019944   0.9468601   1.6115891
 -0.08318947  0.5521058   0.47087392 -0.67851716 -1.6015186  -0.7504691
  1.2318747   0.8799391   0.8989885   0.11463389 -1.0422984  -0.12481354
  1.261995    0.9691878 ]"
1896,422,"[ 0.18974885 -0.14370549 -0.6408591  -0.26969078  0.04751798  0.5728713
  0.41918772  0.1267947   0.13739067 -0.2043905  -0.66311014  0.23773544
  0.20002499  0.57093185  0.04164352  0.43295613 -0.5171282   0.22484612
  0.10007554  0.50997275]"
1897,2146,"[ 0.76103234  0.33795097 -1.3722751  -0.9754014   0.65079015  1.2615767
  0.08555529  0.43408322  0.3806028  -0.5224058  -1.3171582  -0.40463585
  0.88453525  0.84133136  0.60884327  0.24515039 -0.9181445   0.03739735
  0.88384074  0.90076274]"
1898,2309,"[ 0.05810567 -0.1655187  -0.40275604 -0.11987371 -0.03010781  0.3782918
  0.3708737   0.08188722  0.11575668 -0.19324568 -0.49764356  0.187479
  0.09570949  0.34281144 -0.03061999  0.40750077 -0.3771235   0.11391552
 -0.02282452  0.3343221 ]"
1899,1285,"[ 0.5470927   0.1387562  -1.1349187  -0.7427956   0.42691016  1.0735383
  0.2909528   0.32755893  0.2914407  -0.43826133 -1.168924   -0.14389926
  0.66078323  0.79307735  0.3493058   0.42524233 -0.82010186  0.12234427
  0.5776669   0.8004583 ]"
1900,1309,"[ 1.325234    0.7699043  -2.1805017  -1.6633954   1.1179672   2.1011662
 -0.18963046  0.59197915  0.5818881  -0.8293417  -2.0899768  -1.0331123
  1.597907    1.1207196   1.1908085   0.06383961 -1.247426   -0.16030358
  1.7001001   1.2757417 ]"
1901,819,"[ 0.29019502  0.0068992  -0.7557485  -0.42419     0.20742585  0.7484746
  0.270058    0.18356982  0.18328103 -0.30492744 -0.7745349   0.01134049
  0.37609333  0.5579823   0.17154947  0.31044766 -0.5472291   0.08512351
  0.29929003  0.50403297]"
1902,2216,"[ 0.24018265 -0.04429025 -0.46024814 -0.25051925  0.03200815  0.3397927
  0.25146794  0.13756384  0.1493867  -0.12153358 -0.42833933  0.11557084
  0.15357469  0.42420185  0.12432537  0.2359736  -0.46035916  0.15161507
  0.10965946  0.47383857]"
1903,1836,"[ 1.1231643   0.6327257  -1.8236138  -1.3998015   0.9766226   1.6693802
 -0.15856794  0.53351736  0.49567956 -0.70895827 -1.7061772  -0.8305568
  1.3359497   0.9323096   0.9878794   0.05606906 -1.117941   -0.10845872
  1.4123608   1.0931047 ]"
1904,213,"[ 0.28805727 -0.05015251 -0.78127694 -0.42439753  0.17981087  0.70836353
  0.38850617  0.2292271   0.19987445 -0.29358712 -0.8223262   0.11420627
  0.3472498   0.6518773   0.12334345  0.47463197 -0.6602281   0.18124297
  0.23760216  0.61823654]"
1905,2030,"[ 0.1853219  -0.2029114  -0.40917376 -0.19395012 -0.07872239  0.30171776
  0.40308157  0.07170665  0.15317075 -0.07628517 -0.4986536   0.345494
  0.032601    0.50386363 -0.03334059  0.42813638 -0.44526532  0.24491452
 -0.05612594  0.5035939 ]"
1906,2031,"[ 0.83643824  0.3953878  -1.3887588  -1.0537155   0.6513536   1.3131633
 -0.0123699   0.38189006  0.40550485 -0.5423368  -1.3498249  -0.47557372
  0.93435544  0.81136477  0.65726525  0.14270416 -0.915974   -0.03929156
  0.97283983  0.8892029 ]"
1907,2060,"[ 0.9931961   0.49777007 -1.7817038  -1.2876089   0.9005953   1.761875
  0.04187785  0.5301635   0.4993505  -0.7132027  -1.8079189  -0.687306
  1.2463738   1.0149226   0.8196167   0.24723776 -1.1157192  -0.11103259
  1.2445205   1.1102653 ]"
1908,371,"[ 0.87261546  0.4344254  -1.5492004  -1.1126521   0.76293474  1.4334475
  0.02827217  0.47250313  0.4085778  -0.5387423  -1.4365615  -0.5097264
  1.0224531   0.92036825  0.7722205   0.1799625  -0.97740793  0.01962686
  1.0681894   0.98487365]"
1909,714,"[ 0.7852544   0.32936984 -1.4282439  -1.0137148   0.619094    1.3474977
  0.10081957  0.37665406  0.35745987 -0.5386589  -1.3620065  -0.401631
  0.91559017  0.8511192   0.6006591   0.24542567 -0.92991424  0.03889989
  0.92298716  0.8931317 ]"
1910,41,"[ 0.71679676  0.32355627 -1.281583   -0.9015629   0.6122698   1.1608356
  0.07863216  0.4204939   0.35766092 -0.4135175  -1.1727935  -0.3286612
  0.8035865   0.83180934  0.61305386  0.17933038 -0.8534607   0.06981164
  0.82832026  0.8596317 ]"
1911,1282,"[ 0.3101714  -0.07992345 -0.8091945  -0.45305163  0.13221875  0.8407058
  0.4040889   0.13836533  0.2118092  -0.30275753 -0.8863177   0.12129747
  0.3491103   0.6794769   0.07330283  0.45116663 -0.61743546  0.13984959
  0.26167488  0.5869849 ]"
1912,312,"[ 0.98948246  0.48073685 -1.685662   -1.2532448   0.77818614  1.588095
 -0.02675712  0.42814633  0.45975226 -0.6175494  -1.606356   -0.6299225
  1.163638    0.9418375   0.8188875   0.15435494 -1.0419843  -0.0368576
  1.2104225   1.0546856 ]"
1913,2002,"[ 9.8177665e-01  4.7125423e-01 -1.8049834e+00 -1.2774144e+00
  8.5955155e-01  1.7280830e+00  4.7017463e-02  5.0114542e-01
  4.4276384e-01 -6.6384727e-01 -1.7133998e+00 -6.0477233e-01
  1.2141625e+00  1.0414686e+00  8.3222461e-01  2.3214877e-01
 -1.1123781e+00  1.5371321e-03  1.2323468e+00  1.1058331e+00]"
1914,2370,"[ 0.40896544 -0.06082266 -1.077857   -0.58518314  0.227721    1.0303419
  0.4974131   0.24784723  0.22539152 -0.33907044 -1.0954603   0.15416771
  0.47242633  0.8951381   0.16342954  0.57292825 -0.8096358   0.26492247
  0.36369938  0.8007369 ]"
1915,425,"[ 0.04102202 -0.18373324 -0.32714945 -0.05260555 -0.03483219  0.21514644
  0.37296653  0.11333653  0.07396685 -0.0621855  -0.3261228   0.2845026
  0.00226335  0.3704155  -0.01493143  0.36425993 -0.34345898  0.21242154
 -0.10003204  0.36297226]"
1916,148,"[ 0.0173437  -0.17928322  0.00089457  0.06530584 -0.20829622 -0.14270209
  0.21459663 -0.02542669  0.04425199  0.05082691  0.01108243  0.24625292
 -0.17582431  0.0862278  -0.04589806  0.1604689  -0.16045988  0.13998222
 -0.21040393  0.22752938]"
1917,1760,"[ 0.44625184  0.10275681 -0.9616448  -0.6032242   0.31629294  0.8927836
  0.23819472  0.2751658   0.23358938 -0.310901   -0.91974944 -0.08364814
  0.51197976  0.69324464  0.33045623  0.294725   -0.675574    0.12209372
  0.48885572  0.6717477 ]"
1918,575,"[-0.2128567  -0.2678612   0.2292834   0.26978573 -0.3278186  -0.19220623
  0.2231093  -0.15737447 -0.04532721  0.03550898  0.10936008  0.24342568
 -0.27998954 -0.07988612 -0.2562106   0.18076104  0.0668498   0.03500772
 -0.35394606 -0.08520944]"
1919,1766,"[ 0.30249703 -0.13425909 -0.7960905  -0.40366328  0.0642665   0.7267749
  0.46797663  0.15379399  0.18520801 -0.23319717 -0.8223374   0.24448818
  0.28838184  0.73998237  0.03801286  0.5123853  -0.6633875   0.26400492
  0.17367387  0.65611774]"
1920,2290,"[ 0.45967132  0.16460173 -0.8749489  -0.55869853  0.3407268   0.78908205
  0.14136407  0.26441967  0.2382336  -0.3248438  -0.826214   -0.173542
  0.49771476  0.5710092   0.35434324  0.20129743 -0.6490113   0.05393106
  0.50588566  0.6135642 ]"
1921,1547,"[ 0.32806447  0.1513658  -0.521518   -0.39536133  0.26406485  0.4639797
 -0.04732375  0.18156433  0.21792898 -0.25972745 -0.5591617  -0.2813999
  0.3823392   0.20254979  0.3534838   0.04855055 -0.40359366 -0.10026421
  0.36052704  0.36984578]"
1922,2329,"[ 0.62614816  0.39364123 -1.1401631  -0.80386204  0.62587565  1.0253732
 -0.05700707  0.39686054  0.29063722 -0.4318729  -0.9758487  -0.4741189
  0.77343446  0.60583574  0.6220059   0.03877228 -0.728206   -0.01717254
  0.8352354   0.6596547 ]"
1923,183,"[ 0.4138235  -0.01759272 -0.89612716 -0.58374256  0.18416043  0.86986655
  0.31678304  0.17553148  0.24883235 -0.28890046 -0.9430982   0.03235197
  0.4349198   0.7063717   0.17506595  0.4010724  -0.66789174  0.14558616
  0.36580214  0.67578244]"
1924,2337,"[ 1.2547053   0.8198907  -2.120288   -1.6103176   1.2657791   2.0563266
 -0.3149369   0.6666937   0.61996484 -0.9125851  -2.036831   -1.1752774
  1.6646891   0.9625244   1.2500303  -0.03162915 -1.2333944  -0.2884015
  1.742363    1.1626842 ]"
1925,2231,"[ 1.2954036   0.73972577 -2.1936204  -1.6436021   1.144647    2.1207762
 -0.13168839  0.6074068   0.56273365 -0.85484236 -2.1420665  -0.9957104
  1.6004107   1.1311435   1.1198473   0.13274997 -1.2808847  -0.15196887
  1.6767776   1.2758412 ]"
1926,436,"[ 1.0759026   0.566759   -1.8732221  -1.3719383   0.9158613   1.8092659
 -0.05448665  0.48219743  0.5067633  -0.7071087  -1.7917464  -0.76078326
  1.30791     1.0138713   0.9115657   0.14522876 -1.1149292  -0.07925805
  1.3711892   1.1161544 ]"
1927,1874,"[ 0.93564165  0.45798385 -1.6062169  -1.2020912   0.7920031   1.5604198
 -0.07410628  0.4159641   0.44810006 -0.6493813  -1.5773691  -0.66618496
  1.1677284   0.85000956  0.7866282   0.13076678 -0.98763865 -0.11507384
  1.184203    0.94875026]"
1928,1468,"[ 0.64419705  0.35814783 -1.2835978  -0.86166096  0.6541232   1.2587705
  0.0228849   0.4039937   0.3337293  -0.5269378  -1.1937525  -0.4716639
  0.87175053  0.7232423   0.5947914   0.1271138  -0.7889404  -0.0739682
  0.8867222   0.74154794]"
1929,1857,"[ 0.31080705  0.03296111 -0.84273374 -0.45960414  0.25608125  0.8144508
  0.25125057  0.21288961  0.19739763 -0.3198616  -0.8062402  -0.05565655
  0.446069    0.596162    0.22074734  0.30649716 -0.6059129   0.07617649
  0.37562734  0.5319407 ]"
1930,1176,"[ 0.71505076  0.30788243 -1.5210077  -0.9852343   0.6938167   1.4642755
  0.22013438  0.4602828   0.342302   -0.6092634  -1.4850407  -0.3709745
  0.96841985  0.95362055  0.5726535   0.35299286 -0.9977689   0.03427373
  0.9082429   0.92254096]"
1931,374,"[-0.03768265 -0.32652643 -0.22156802 -0.00565565 -0.27055755  0.19367714
  0.49673975 -0.0306222   0.05237026 -0.09719958 -0.3562827   0.43156865
 -0.12459161  0.3612893  -0.2483663   0.501613   -0.30286416  0.24139258
 -0.2540607   0.2917108 ]"
